
🚦 TRAFFIC LIGHT ANALYSIS REPORT
============================================================

📊 DATASET: Object Detection 35 (VisionGuard)
   Traffic Light Class ID: 20
   Class Name: Traffic Light

📈 STATISTICS:
   Total files with Traffic Light: 437
   Total Traffic Light annotations: 730
   
   Distribution by split:
   - train: 348 files (79.6%)
   - val: 68 files (15.6%)
   - test: 21 files (4.8%)

📋 ALL TRAFFIC LIGHT FILES:
#    Split  File Name                      TL Count Total Ann 
----------------------------------------------------------------------
1    train  od35_batch_1_000028.jpg        1        1         
2    train  od35_batch_1_000296.jpg        2        3         
3    train  od35_batch_1_000589.jpg        2        2         
4    train  od35_batch_1_000801.jpg        1        1         
5    train  od35_batch_1_001313.jpg        1        1         
6    train  od35_batch_1_001405.jpg        1        1         
7    train  od35_batch_1_001412.jpg        1        1         
8    train  od35_batch_1_001631.jpg        1        1         
9    train  od35_batch_1_001647.jpg        1        1         
10   train  od35_batch_1_001670.jpg        6        7         
11   train  od35_batch_1_001696.jpg        1        1         
12   train  od35_batch_1_001725.jpg        2        2         
13   train  od35_batch_1_001785.jpg        1        5         
14   train  od35_batch_1_001808.jpg        1        1         
15   train  od35_batch_1_001843.jpg        1        1         
16   train  od35_batch_1_001921.jpg        2        2         
17   train  od35_batch_1_002137.jpg        2        2         
18   train  od35_batch_1_002249.jpg        2        2         
19   train  od35_batch_1_002443.jpg        1        4         
20   train  od35_batch_1_002553.jpg        1        1         
21   train  od35_batch_1_002558.jpg        1        1         
22   train  od35_batch_1_002710.jpg        1        1         
23   train  od35_batch_1_002728.jpg        1        1         
24   train  od35_batch_1_003032.jpg        1        2         
25   train  od35_batch_1_003365.jpg        1        2         
26   train  od35_batch_1_003493.jpg        1        1         
27   train  od35_batch_1_003644.jpg        1        3         
28   train  od35_batch_1_003681.jpg        1        1         
29   train  od35_batch_1_003866.jpg        1        2         
30   train  od35_batch_1_003869.jpg        1        1         
31   train  od35_batch_1_003946.jpg        1        2         
32   train  od35_batch_1_004092.jpg        4        4         
33   train  od35_batch_1_004252.jpg        1        2         
34   train  od35_batch_1_004351.jpg        1        1         
35   train  od35_batch_1_004450.jpg        1        1         
36   train  od35_batch_1_004590.jpg        1        1         
37   train  od35_batch_1_004911.jpg        1        1         
38   train  od35_batch_1_005304.jpg        1        1         
39   train  od35_batch_1_005343.jpg        1        1         
40   train  od35_batch_1_005351.jpg        1        1         
41   train  od35_batch_1_005657.jpg        5        8         
42   train  od35_batch_1_005700.jpg        1        2         
43   train  od35_batch_1_005726.jpg        2        3         
44   train  od35_batch_1_005852.jpg        1        1         
45   train  od35_batch_1_006316.jpg        1        4         
46   train  od35_batch_1_006353.jpg        4        4         
47   train  od35_batch_1_006464.jpg        1        1         
48   train  od35_batch_1_006607.jpg        1        1         
49   train  od35_batch_1_006671.jpg        1        1         
50   train  od35_batch_1_006817.jpg        3        3         
51   train  od35_batch_1_006855.jpg        1        1         
52   train  od35_batch_1_007050.jpg        2        2         
53   train  od35_batch_1_007073.jpg        2        3         
54   train  od35_batch_1_007087.jpg        1        1         
55   train  od35_batch_1_007219.jpg        2        2         
56   train  od35_batch_1_007365.jpg        1        1         
